id,Key,Russian,English,Chinese,Spanish,Brazilian portuguese,"Deutsche Sprache ",Japanese,French,Polish,Korean,Turkish,Italian,Hungary
140.0,pochemu_ya_vovse_dolgen_otpuskat_tebya,Почему я вовсе должен отпускать тебя?,"Why must I let you go, at all? ",我究竟为何要放手？,¿Por qué he de soltarte en absoluto?,Por que eu deveria te soltar de todo?,Warum sollte ich dich überhaupt loslassen?,なぜ私はまったくあなたを手放さなければならないのか？,Pourquoi devrais-je te laisser partir du tout ?,Dlaczego ja w ogóle powinienem wypuszczać ciebie?,왜 나는 아예 너를 놓아줘야 하는 거야?,Neden seni tamamen bırakmak zorundayım?,Perché dovrei del tutto lasciarti andare?,Miért kellene egyáltalán elengedjelek?
141.0,pochemu_verno_zabit_a_ne_pomnit,"Почему верно забыть, а не помнить?","Why is it right to forget, rather than remember?",为何遗忘正确 铭记不对？,"¿Por qué es correcto olvidar, no recordar?","Por que é certo esquecer, e não lembrar?","Warum ist es richtig zu vergessen, und nicht sich zu erinnern?",なぜ忘れるのが正しく、記憶するのが正しくないのか？,"Pourquoi est-il juste d'oublier, et non de se souvenir ?","Dlaczego słusznie zapomnieć, a nie pamiętać?","왜 잊는 것이 옳고, 기억하는 것이 옳지 않은 거야?","Neden unutmak doğru, ve hatırlamak değil?","Perché è giusto dimenticare, e non ricordare?","Miért helyes elfelejteni, és nem emlékezni?"
142.0,pochemu_verno_ne_lubit,"Почему, по какой из причин, верно не любить, а не любить ","Why, for what reason, is it right NOT TO love, but not to LOVE ",究竟为何 不爱正确 而非要爱？,"¿Por qué, por qué razón, es correcto no amar, y no amar?","Por que, por qual razão, é certo não amar, e não amar","Warum, aus welchem Grund, ist es richtig nicht zu lieben, und nicht zu lieben",なぜ、どの理由で、愛さないのが正しく、愛するのが正しくないのか,"Pourquoi, pour quelle raison, est-il juste de ne pas aimer, et non d'aimer","Dlaczego, po której z przyczyn, słusznie nie kochać, a nie kochać","왜, 어떤 이유로, 사랑하지 않는 것이 옳고, 사랑하는 것이 옳지 않은 거야","Neden, hangi sebepten, sevmemek doğru, ve sevmek değil","Perché, per quale ragione, è giusto non amare, e non amare","Miért, melyik okból, helyes nem szeretni, és nem szeretni"
143.0,drov_net_sovsem,"Дров нет, совсем","No firewood, at all",没柴了 彻底,"No hay leña, nada","Não tem lenha, nenhuma","Kein Holz, gar keins",薪がない、まったく,"Y a plus de bois, du tout","Drzewa nie ma, wcale","장작 없어, 전혀","Odun yok, hiç","Non c'è legna, per niente","Nincs tűzifa, egyáltalán"
144.0,v_sarae_ne_bylo_bumagi,"Бумаги нет, надо найти что-то ещё","And no paper too, need to find something else ",也没纸 得找别的,"Y no hay papel, hay que hallar algo más","Não tem papel, preciso achar outra coisa","Kein Papier, muss was anderes finden",紙がない、何か他を見つけなければ,"Y a pas de papier, faut trouver autre chose","Papieru nie ma, trzeba znaleźć coś jeszcze","종이 없어, 뭔가 다른 걸 찾아야 해","Kağıt yok, başka bir şey bulmalıyım","Non c'è carta, devo trovare qualcos'altro","Nincs papír, kell találni valami mást"
145.0,da_my_s_ney,"Да, мы с ней...","Yes, she and I...",是 我和她...,"Sí, ella y yo...","É, eu e ela...","Ja, sie und ich...",そう、彼女と私は…,"Oui, elle et moi...","Tak, my z nią...","그래, 그녀와 나는...","Evet, ben ve o...","Sì, io e lei...","Igen, én és ő..."
146.0,ona_lubila_menya,Она любила меня,She loved me,她爱我,Ella me amaba,Ela me amava,Sie liebte mich,彼女は私を愛していた,Elle m'aimait,Ona kochała mnie,그녀는 나를 사랑했어,O beni severdi,Lei mi amava,Szeretett engem
147.0,pozvolyala_mne_razve_chto_sladkoe_vino,Позволяла мне разве что сладкое вино,Allowed me only sweet wine,只允我喝甜葡萄酒,Me permitía solo vino dulce,Só me permitia vinho doce,Erlaubte mir höchstens süßen Wein,私に甘いワインだけを許した,Elle ne me permettait que le vin doux,Pozwalała mnie co najwyżej słodkie wino,나에게 달콤한 와인만 허락했어,Sadece tatlı şaraba izin verirdi,Mi permetteva solo vino dolce,Csak édes bort engedélyezett nekem
148.0,inogda,Иногда,Sometimes,偶尔,A veces,Às vezes,Manchmal,時々,Parfois,Czasami,가끔,Bazen,A volte,Néha
149.0,moget_byt,Может быть ,Perhaps,或许,Quizá,Talvez,Vielleicht,おそらく,Peut-être,Może być,아마도,Belki,Forse,Talán
150.0,zdes_ya_nakonez_usnu,Здесь я наконец усну,Here I will finally fall asleep,在此我终于能入睡,Aquí al fin dormiré,Aqui eu finalmente vou dormir,Hier werde ich endlich einschlafen,ここで私はようやく眠る,Ici je vais enfin m'endormir,Tutaj ja wreszcie zasnę,여기서 나는 드디어 잠들 거야,Burada sonunda uyuyacağım,Qui finalmente mi addormenterò,Itt végre elalszom
151.0,ty_umiraesh,Ты умираешь,You are dying,你快死了,Te mueres,Você tá morrendo,Du stirbst,お前は死にかけている,Tu es en train de mourir,Ty umierasz,너는 죽어 가고 있어,Ölüyorsun,Stai morendo,Haldokolsz
152.0,nugno,Нужно...,Need to...,需要...,Necesito...,Precisa...,Muss...,必要だ…,Il faut...,Trzeba...,필요해...,Gerek...,Bisogna...,Kell...
153.0,reka,Река...,River...,河...,Río...,O rio...,Fluss...,川…,La rivière...,Rzeka...,강...,Nehir...,Il fiume...,A folyó...
154.0,riadom_est_reka,Рядом есть река,There's a river close by ,附近有河,Cerca hay un río,Tem um rio aqui perto,In der Nähe gibt es einen Fluss,近くに川がある,Y a une rivière à côté,Niedaleko jest rzeka,근처에 강이 있어,Yakında bir nehir var,C'è un fiume qui vicino,Van egy folyó a közelben
155.0,tak_budet_vsegda,Так будет всегда?,Will it always be like this?,会永远这样？,¿Siempre será así?,Vai ser sempre assim?,Wird es immer so sein?,これがいつも続くのか？,Ce sera toujours comme ça ?,Tak będzie zawsze?,이게 항상 계속될 거야?,Hep böyle mi olacak?,Sarà sempre così?,Mindig így lesz?
156.0,ty_ge_znaesh,Ты же знаешь ,You know,你知道,Tú sabes,Você sabe,Du weißt doch,お前は知っている,Tu sais bien,Tyż wiesz,너는 알고 있어,Biliyorsun,Lo sai,Tudod
157.0,menya_zdes_net,Меня здесь нет,I am not here,我不在此,No estoy aquí,Eu não tô aqui,Ich bin nicht hier,私はここにいない,Je ne suis pas ici,Mnie tutaj nie ma,나는 여기에 없어,Ben burada değilim,Io non sono qui,Nem vagyok itt
158.0,da,Да,Yes,是,Sí,Sim,Ja,はい,Oui,Tak,그래,Evet,Sì,Igen
159.0,da_rodnaya_znau,"Да родная, знаю","Yes my lovely, I know",是 亲爱的 我知道,"Sí vida, lo sé","Sim, querida, eu sei","Ja, Liebste, ich weiß",はい、愛しい人、知っている,"Oui ma chère, je sais","Tak rodzony, wiem","그래, 자기야, 알아","Evet hayatım, biliyorum","Sì, cara, lo so","Igen, drága, tudom"
160.0,nu_ge_milyi_ili_ya_bolshe_ne_mila_tebe,"Ну же, милый, или я больше не мила тебе? ","Come on, sweetie, or am I not dear to you anymore?",来吧 亲爱的 还是我不再可爱？,"Vamos, cariño, ¿o ya no te gusto?","Qualé, querido, ou eu não te agrado mais?","Komm schon, Schatz, oder bin ich dir nicht mehr lieb?",さあ、愛しい人、それとももう私のことが愛しくないの？,"Allez, chéri, ou bien je ne te suis plus chère ?","Noże, miły, albo ja więcej nie miła tobie?","어서, 여보, 아니면 내가 더 이상 사랑스럽지 않은 거야?","Hadi, sevgili, yoksa artık sana sevimli gelmiyor muyum?","Dai, caro, o non ti sono più cara?","Gyerünk, drága, vagy talán nem vagyok már kedves neked?"
161.0,zdes_nachetsia_nasha_gizn,Здесь начнётся наша жизнь,Here our life will begin,在此开始我们的生活,Aquí comenzará nuestra vida,Aqui a nossa vida vai começar,Hier wird unser Leben beginnen,ここで私たちの人生が始まる,Ici notre vie va commencer,Tutaj zacznie się nasze życie,여기서 우리의 인생이 시작될 거야,Burada hayatımız başlayacak,Qui inizierà la nostra vita,Itt kezdődik az életünk
162.0,ta_o_kotoroi_mi_mechtali,"Та, о которой мы мечтали",The one we dreamed of,梦想的生活,La que soñamos,Aquela que a gente sonhou,"Das, von dem wir geträumt haben",私たちが夢見たあの人生,Celle dont nous avons rêvé,"To, o którym my marzyliśmy",우리가 꿈꿔 왔던 그 인생,Hayalini kurduğumuz,Quella che abbiamo sognato,"Az, amiről álmodtunk"
163.0,ta_kotoroi_mi_dostoini,"Та, которой мы достойны",The one we deserve,应得的生活,La que merecemos,Aquela que a gente merece,"Das, das wir verdienen",私たちにふさわしいあの人生,Celle que nous méritons,"To, na które my godni",우리가 합당한 그 인생,Hak ettiğimiz,Quella che meritiamo,"Az, amit megérdemlünk"
164.0,i_nasha_sokrovennaya_sviashennaya_lubov,"И наша сокровенная, священная любовь ","And our intimate, sacred love",我们神圣秘密的爱,"Y nuestro íntimo, sagrado amor","E o nosso amor íntimo, sagrado","Und unsere innige, heilige Liebe",そして私たちの内密の、神聖な愛,"Et notre amour intime, sacré","I nasza najskrytsza, święta miłość","그리고 우리의 은밀한, 신성한 사랑","Ve bizim derin, kutsal aşkımız","E il nostro amore intimo, sacro","És a mi titkos, szent szerelmünk"
165.0,nikto_nikogda_ne_potrevogit_nas_zdes,Никто никогда не потревожит нас здесь,No one will ever disturb us here,无人打扰,Nadie nos molestará aquí,Ninguém nunca vai nos perturbar aqui,Niemand wird uns hier jemals stören,誰も私たちをここで邪魔しない,Personne ne nous dérangera jamais ici,Nikt nigdy nie zakłóci nam tutaj,아무도 우리를 여기서 방해하지 않을 거야,Hiç kimse bizi burada asla rahatsız etmeyecek,Nessuno ci disturberà mai qui,Soha senki nem fog itt zavarni minket
166.0,skolko_vsego_nami_bilo_progito,"Сколько всего нами было прожито, сколько невзгод пройдено, сколько слёз пролито","So much has been lived by us, so many hardships overcome, so many tears shed",共度多少 经历多少 泪水多少,"Cuánto vivido, cuántas penas superadas, cuántas lágrimas","Quanto de tudo foi vivido pela gente, quantas adversidades superadas, quantas lágrimas derramadas","Wie viel von allem wurde von uns durchlebt, wie viele Widrigkeiten überstanden, wie viele Tränen vergossen",どれだけのことが私たちによって生きられ、どれだけの苦難が乗り越えられ、どれだけの涙が流されたか,"Combien de choses nous avons vécues, combien d'épreuves surmontées, combien de larmes versées","Ile wszystkiego przez nas było przeżyte, ile przeciwności przebytych, ile łez wylanych","얼마나 많은 것이 우리에 의해 살아졌고, 얼마나 많은 역경이 겪어졌고, 얼마나 많은 눈물이 흘려졌는지","Ne çok şey yaşadık, ne çok sıkıntıyı aştık, ne çok gözyaşı döktük","Quanto di tutto è stato vissuto da noi, quante avversità superate, quante lacrime versate","Mennyi mindent éltünk meg, mennyi viszontagságot léptünk át, mennyi könnyet hullattunk"
167.0,i_vot_nakonez,И вот наконец,"And now, finally",终于,Y ahora al fin,E aí finalmente,Und nun endlich,そしてついに,Et voici enfin,I oto wreszcie,그리고 드디어,Ve işte nihayet,Ed ecco finalmente,És íme végre
168.0,priamo_seichas_v_eto_mgnovenie,"Прямо сейчас, в это мгновение","Right now, at this moment",此刻 现在,"Ahora mismo, en este instante","Agora, neste momento","Jetzt, in diesem Augenblick",今、この瞬間,"Maintenant, à cet instant","Prosto teraz, w to mgnienie","지금, 이 순간","Şu anda, bu anda","Proprio ora, in questo istante","Most, ebben a pillanatban"
169.0,sbivaetsia_glavnaya_iz_mecht_glavnaya_iz_molitv,"Сбывается главная из мечт, главная из молитв, из вожделений – наша подлинная, неочернённая бытовыми или финансовыми трудностями, жизнь","The paramount of dreams is materializing, the paramount of prayers, of yearnings – our bona fide, unsullied by everyday or financial troubles, life",最重要的梦想在实现 最重要的祈祷 渴望——我们真实 未被日常财务玷污的生活,"Se materializa lo paramount de sueños, lo paramount de plegarias, de anhelos – nuestra vida bona fide, no mancillada por problemas cotidianos o financieros","Tá se realizando o principal dos sonhos, o principal das orações, dos desejos – a nossa vida autêntica, não manchada por dificuldades domésticas ou financeiras","Erfüllt sich der wichtigste der Träume, der wichtigste der Gebete, der Begierden – unser authentisches, von alltäglichen oder finanziellen Schwierigkeiten ungetrübtes Leben",夢のうちで最も主要なもの、祈りのうちで最も主要なもの、欲望のうちで最も主要なもの – 私たちの真実の、日常的または金銭的な困難に汚されていない、人生 – が実現する,"Se réalise le principal des rêves, le principal des prières, des désirs – notre vie authentique, non entachée par des difficultés domestiques ou financières","Spełnia się największe z marzeń, największe z modlitw, z pożądań – nasza prawdziwa, nie zanieczyszczona codziennymi czy finansowymi trudnościami, życie","꿈들 중 가장 주된 것, 기도들 중 가장 주된 것, 욕망들 중 가장 주된 것 – 우리의 진실된, 일상적 혹은 금전적 어려움에 더럽혀지지 않은, 인생 – 이 실현되네","En büyük rüya, en büyük dua, en büyük arzu gerçekleşiyor – bizim otantik, gündelik veya finansal zorluklarla lekelenmemiş hayatımız","Si realizza il principale dei sogni, il principale delle preghiere, dei desideri – la nostra vita autentica, non offuscata da difficoltà domestiche o finanziarie","Valóra válik a fő álom, a fő imádság, a fő vágy – a mi hiteles, mindennapi vagy pénzügyi nehézségektől meg nem mocskolt életünk"
170.0,eto_tak_zahvativaushe_razve_net,"Это так захватывающе, разве нет?","It's so exciting, isn't it?",多激动 不是吗？,"Es tan emocionante, ¿no?","Isso é tão emocionante, né não?","Das ist so aufregend, nicht wahr?",それはとても刺激的だ、そうではないか？,"C'est tellement excitant, n'est-ce pas ?","To tak ekscytujące, czyż nie?","이건 정말 흥미진진해, 그렇지 않아?","Bu çok heyecan verici, değil mi?","È così emozionante, non è vero?","Ez annyira izgalmas, nem igaz?"
171.0,v_momenti_podobnogo_triumfa,В моменты подобного триумфа порою задаёшься вопросом,In moments of such triumph you sometimes wonder,这种时刻你会想,En momentos así a veces preguntas,Em momentos de tal triunfo às vezes a gente se pergunta,In Momenten solchen Triumphes fragt man sich manchmal,そのような勝利の瞬間には時折疑問がわく,Dans des moments de triomphe pareils on se demande parfois,W momentach podobnego triumfu niekiedy zadajesz sobie pytanie,그런 승리의 순간에는 가끔 질문이 들어,Böyle zafer anlarında bazen soruyorsun,In momenti di tale trionfo a volte ci si chiede,Hasonló diadal pillanataiban néha felteszed a kérdést
172.0,a_chto_esli_priamo_seichas,"А что если прямо сейчас кто-то, или что-то, возьмёт – и вырвет это у тебя из рук","What if right now someone, or something, just snatches it from your hands",若此刻有人或物 将其夺走,"Y si ahora alguien, o algo, lo arrebata de tus manos","E se agora mesmo alguém, ou alguma coisa, pegar – e arrancar isso das suas mãos","Was, wenn gerade jetzt jemand, oder etwas, es nimmt – und es dir aus den Händen reißt",もし今まさに誰かが、あるいは何かが、それをあなたの手から奪い取ったら,"Et si tout de suite maintenant quelqu'un, ou quelque chose, prenait – et t'arrachait ça des mains","A co jeśli prosto teraz ktoś, albo coś, weźmie – i wyrwie to tobie z rąk","만약 지금 당장 누군가, 혹은 무언가가, 그것을 네 손에서 앗아가 버린다면","Ya şu anda birisi, ya da bir şey, alıverirse – ve onu elinden yırtıp alırsa","E se proprio adesso qualcuno, o qualcosa, afferri – e te lo strappi dalle mani","Mi van, ha most azonnal valaki, vagy valami, megragadja – és kitépi a kezedből"
173.0,hvat_i_ne_sishesh_ni_sluhom_ni_duhom,"Хвать – и не сыщешь, ни слухом, ни духом","Snatch – and it's gone, without a whisper or a trace ",夺走 消失 无影无踪,"Rapto – y se fue, sin un rastro","Num instante – e some, sem deixar rastro","Schnapp – und du findest es nicht, weder durch Hörensagen noch durch Ahnung",ひったくって – そして跡形もなく、音沙汰もなく,"Vlan – et plus moyen de le retrouver, ni à l'ouïe ni à l'odeur","Chlap – i nie znajdziesz, ani słuchem, ani duchem","잡아채 – 그리고 흔적도, 소식도 없이","Kap – ve bulamazsın, ne haber ne iz","Un attimo – e non lo trovi, né per fama né per segno","Egy csapás – és nem találod, sem hallomás, sem lelkemre"
174.0,kuda_devatsia_v_kakoi_servis_obrashatsia,"Куда деваться, в какой сервис обращаться?","Where to go, which service to contact?",该找谁 找哪个部门？,"¿A dónde ir, a qué servicio acudir?","Pra onde correr, a que serviço recorrer?","Wohin soll man gehen, an welchen Service soll man sich wenden?",**どこへ行けばいい、どのサービスに頼ればいい？,"Où aller, à quel service s'adresser ?","Gdzie się podziać, w jaki serwis zwracać się?","어디로 가야 해, 어떤 서비스에 연락해야 해?","Nereye gidilir, hangi servise başvurulur?","Dove andare, a quale servizio rivolgersi?","Hova menjek, melyik szolgáltatáshoz forduljak?"
175.0,dumaesh_eto_omrachnenie_momenta,"Думаешь, это омрачение момента? Прости, мне всегда нравилось, наверное от чрезмерной любознательности ","You think i'm dampening the moment? Sorry, I always liked it, probably from an inquisitive mind",觉得我扫兴？抱歉 我一向这样 可能太好奇,"¿Crees que estropee el momento? Perdón, siempre me gustó, quizá por mente inquisitiva","Acha que isso sombreia o momento? Desculpa, eu sempre gostei, provavelmente por excesso de curiosidade","Denkst du, das trübt den Moment? Entschuldige, ich mochte das immer, wahrscheinlich von übermäßiger Neugierde",瞬間を暗くしていると思う？ごめん、私はいつも好きだった、多分過剰な好奇心から,"Tu penses que ça assombrit le moment ? Désolé, j'ai toujours aimé ça, peut-être à cause d'une curiosité excessive","Myślisz, to przyćmienie chwili? Wybacz, mnie zawsze podobało się, chyba od nadmiernej ciekawości","순간을 어둡게 하는 거라고 생각해? 미안, 난 항상 좋아했었어, 아마 과도한 호기심 때문일 거야","Bunu anın karartılması mı sanıyorsun? Üzgünüm, her zaman sevmişimdir, muhtemelen aşırı meraktan","Pensi che questo offuschi il momento? Scusa, mi è sempre piaciuto, probabilmente per eccessiva curiosità","Azt hiszed, ez az árnyéka a pillanatnak? Bocs, mindig szerettem, talán a túlzó kíváncsiságból"
176.0,znaesh_oshushat_osmislaya,"Знаешь... ощущая нечто, или заимев нечто, осмыслять все воображаемые стороны этого, в том числе представляя, что лишён его ","You know... feeling aught, or having obtained aught, to apprehend all its envisioned facets, including fancying being deprived of it 
",知道吗...感受某事 或得到后 思索其所有想象层面 包括想象失去它,"Sabes... sentir algo, u obtener algo, aprehender todas sus facetas envisionadas, incluso imaginando estar privado de ello","Sabe... sentindo algo, ou tendo conseguido algo, compreender todos os seus lados imaginados, incluindo imaginar ser privado dele","Weißt du... indem man etwas fühlt, oder etwas erlangt hat, alle imaginären Seiten davon zu begreifen, einschließlich sich vorzustellen, dessen beraubt zu sein",知ってる…何かを感じながら、あるいは何かを得ながら、それを奪われたことを想像することも含めて、そのすべての想像された側面を理解すること,"Tu sais... en ressentant quelque chose, ou en ayant obtenu quelque chose, en comprenant tous ses aspects imaginés, y compris en s'imaginant en être privé","Wiesz... odczuwając coś, albo zdobywszy coś, uświadamiać sobie wszystkie wyobrażone strony tego, w tym również przedstawiając, że pozbawiony jestego","너 알아... 무언가를 느끼면서, 혹은 무언가를 가지면서, 그것을 빼앗겼다고 상상하는 것까지 포함해, 그것의 모든 상상된 측면을 이해하는 것","Biliyor musun... bir şey hissederek, ya da bir şey elde ederek, onun tüm hayali yönlerini kavramak, ondan yoksun olduğunu hayal etmek de dahil","Sai... sentendo qualcosa, o avendo ottenuto qualcosa, comprenderne tutti gli aspetti immaginati, incluso immaginare di esserne privato","Tudod... érzve valamit, vagy megszerezve valamit, megérteni minden képzelt oldalát, beleértve azt is, hogy elképzeld, nélküle vagy"
177.0,doroga_milyu_doroga,"ДОРОГА, МИЛЫЙ, ДОРОГА","THE ROAD, SWEETIE, THE ROAD",路 亲爱的 看路,"¡LA CARRETERA, CARIÑO, LA CARRETERA!","ESTRADA, QUERIDO, ESTRADA","STRASSE, SCHATZ, STRASSE",道、愛しい人、道！,"LA ROUTE, CHÉRI, LA ROUTE","DROGA, MIŁY, DROGA","길, 여보, 길!","YOL, SEVGİLİM, YOL","STRADA, CARO, STRADA","ÚT, DRÁGA, ÚT"
178.0,vybratsia,Выбраться,Get out,快开,Salir,Sair,Rauskommen,脱出しろ,Sortir,Wydostać się,탈출해,Çıkış,Uscire,Kijutni
179.0,izvinite_posle_10_ne_prodaem,Извините после 10 не продаём,"Excuse me, we don't sell after 10",抱歉十点后不卖,"Disculpe, no vendemos tras las 10","Desculpe, a gente não vende depois das 10","Entschuldigung, wir verkaufen nach 10 Uhr nicht mehr",すみません、10時以降は販売してません,Désolé on ne vend pas après 10h,Przepraszam po 10 nie sprzedajemy,죄송합니다 10시 이후에는 판매하지 않습니다,Üzgünüz 10'dan sonra satmıyoruz,Scusate dopo le 10 non vendiamo,"Elnézést, 10 után nem árulunk"
180.0,ya_viehal_s_samogo_utra,Я выехал с самого утра,I set out first thing in the morning,我一大早就出发,Salí temprano,Eu saí de madrugada,Ich bin frühmorgens losgefahren,朝一番で出てきたんです,Je suis parti dès le matin,Ja wyjechałem od samego rana,아침 일찍부터 나왔습니다,Sabah erkenden yola çıktım,Sono partito di prima mattina,Már kora reggel indultam
181.0,izvinite_eshe_raz,Извините ещё раз,Sorry again,再次抱歉,Disculpe otra vez,Desculpe de novo,"Entschuldigung, nochmals",すみません、もう一度,Désolé encore une fois,Przepraszam jeszcze raz,"죄송합니다, 다시 한 번",Tekrar özür dilerim,Scusate ancora,Még egyszer elnézést
182.0,ty_blya_gluhaya,"Ты бля глухая? Я же сказал, я опоздал блядь, всего на дюжину минут запозднился, нахуй ты носом вертишь, неужто за бутылочку-вторую выговорят всучат, или я похож на алкаша, бомжа? Глупая сука, подумала ли ты вообще о том, что портишь сейчас чей-то долгожданный праздник? Может я рождение сына отмывать еду? Может из-за родов опоздал, м? Не помыслила о таком, ась? Не пришла в твою ебанную голову подобная мысля?     ","Are you fucking deaf? I told you, I'm late, fuck, I was only a dozen minutes late, why the fuck are you shaking your head, will they really get a reprimand for a bottle or two, or do I look like a drunk, a bum? Stupid bitch, did you even think that you're ruining someone's long-awaited celebration right now? Maybe I'm on my way to celebrate my son's birth? Maybe I was late because of the birth, huh? Didn't such a thought cross your fucking mind?",你聋了吗？说了只晚十分钟 摇什么头 卖两瓶能挨骂？我像醉汉流浪汉？蠢货 想过在毁别人期待已久的庆典吗？可能我去庆祝儿子出生？可能因生产迟到？嗯？从你他妈脑子闪过？,"¿Estás sorda? Dije, llegué tarde, joder, solo doce minutos tarde, por qué mueves la cabeza, ¿regañarán por botella o dos, o parezco borracho, vagabundo? Estúpida, ¿pensaste que arruinas celebración esperada? ¿Quizá voy a celebrar nacimiento de mi hijo? ¿Quizá llegué tarde por el parto, eh? ¿No se te ocurrió, eh? ¿No cruzó tu jodida cabeza?","Cê tá surda, porra? Eu falei, eu me atrasei, porra, só me atrasei uma dúzia de minutos, por que caralho você tá balançando a cabeça, vão ralhar mesmo por uma garrafa ou duas, ou eu pareço um cachaceiro, um mendigo? Sua vaca burra, você pensou que tá estragando a festa tão esperada de alguém agora? Será que eu tô indo comemorar o nascimento do meu filho? Será que me atrasei por causa de um parto, hein? Não pensou nisso, hein? Não passou pela sua cabeça de merda um pensamento desses?","Bist du fucking taub? Ich habe gesagt, ich bin zu spät, fuck, bin nur ein Dutzend Minuten zu spät, warum zum Teufel schüttelst du den Kopf, wird man für eine Flasche oder zwei wirklich ermahnt, oder sehe ich wie ein Alkoholiker, ein Penner aus? Dumme Schlampe, hast du überhaupt daran gedacht, dass du gerade jemandes lang ersehntes Fest ruinierst? Vielleicht feiere ich die Geburt meines Sohnes? Vielleicht war ich wegen einer Geburt zu spät, hm? Hast nicht an so was gedacht, hä? Ist so ein Gedanke nicht in deinen fucking Kopf gekommen?",このクソ耳が聞こえないのか？言っただろう、遅れたんだクソ、ほんの十二分遅れただけだ、クソって何いってんだ、ボトル一二本で叱責されるか、それとも俺が酔っ払いのホームレスに見えるか？馬鹿な雌、今誰かの待ち望んだ祝祭を台無しにしていると考えたことあるのか？もしかしたら俺は息子の誕生を祝うために走っているんだ？もしかしたら出産で遅れたんだ、そうか？そんなこと考えもしなかっただろう、そうか？お前のクソ頭にそんな考えは浮かばなかっただろう？,"T'es putain de sourde ? J'ai dit, je suis en retard putain, j'ai juste une douzaine de minutes de retard, pourquoi tu secoues la tête, est-ce qu'on va vraiment se faire engueuler pour une bouteille ou deux, ou est-ce que je ressemble à un alcoolo, un clodo ? Stupide salope, est-ce que t'as seulement pensé au fait que tu gâches la fête tant attendue de quelqu'un là ? Peut-être que je vais fêter la naissance de mon fils ? Peut-être que j'étais en retard à cause d'un accouchement, hein ? T'as pas pensé à ça, hein ? Ça t'est pas venu dans ta putain de tête une pensée pareille ?","Ty bląd głucha? Jaż powiedziałem, ja spóźniłem się bląd, wszystko na tuzin minut spóźniłem się, na chuj ty nosem kręcisz, czyżby za buteleczkę-drugą naganę wsadzą, czy ja podobny do alkohola, kloszarda? Głupia suka, pomyślała-li ty w ogóle o tym, że psujesz teraz czyjeś długo wyczekiwane święto? Może ja narodziny syna zmywać jadę? Może z powodu porodów spóźniłem się, h? Nie pomyślała o takim, co? Nie przyszła do twojej jebanej głowy podobna myśl?","씨발 귀먹었냐? 말했잖아, 늦었다고 씨발, 고작 12분 늦었을 뿐인데, 씨발 왜 고개를 흔드는 거야, 한두 병 때문에 혼나는 거야, 아니면 내가 술취한 거지처럼 보이냐? 멍청한 계집아, 지금 누군가의 오래 기다린 축제를 망치고 있다는 생각을 해 본 적이 있냐? 혹시 내가 아들 탄생을 축하하러 가는 거라고? 혹시 출산 때문에 늦은 거라고, 어? 그런 생각 해 본 적 없지, 어? 네 씨발 머리에 그런 생각이 안 떠오르지?","Sen kahrolası sağır mısın? Dedim ki, geciktim, siktir, sadece bir düzine dakika geciktim, niye kahrolası kafanı sallıyorsun, bir iki şişe için azar mı işiteceğim, yoksa bir alkoliğe, bir serseriye mi benziyorum? Aptal sürtük, şu anda birinin uzun zamandır beklediği kutlamasını mahvettiğini hiç düşündün mü? Belki oğlumun doğumunu kutlamaya gidiyorum? Belki bir doğum yüzünden geciktim, ha? Böyle bir şey düşünmedin, ha? Senin kahrolası kafana böyle bir düşünce gelmedi mi?","Sei fottutamente sorda? Ho detto, sono in ritardo, cazzo, solo una dozzina di minuti in ritardo, perché cazzo scuoti il naso, davvero per una bottiglia o due mi rimprovereranno, o sembro un alcolizzato, un barbone? Stupida puttana, hai pensato almeno al fatto che stai rovinando la festa tanto attesa di qualcuno adesso? Forse sto andando a festeggiare la nascita di mio figlio? Forse sono in ritardo per un parto, eh? Non hai pensato a una cosa del genere, eh? Non ti è venuta in mente una cazzo di pensiero del genere?","Te kurva süket? Mondtam, késtem, bassza meg, csak egy tucat percet késtem, mi a fasznak rázod az orrod, tényleg meg fognak rólam róhogni egy-két üvegért, vagy úgy nézek ki, mint egy alkoholista, egy hajléktalan? Hülye kurva, gondoltál egyáltalán arra, hogy tönkreteszel most valakinek egy rég várt ünnepét? Lehet, hogy a fiam születését ünneplem? Lehet, hogy egy szülés miatt késtem, mi? Nem gondoltál ilyesmire, he? Nem jutott eszedbe a kibaszott fejedben egy hasonló gondolat?"
183.0,kassa_pod_nabludeniem,"Касса под наблюдением, мужчина успокойтесь пожалуйста","Checkout is under surveillance, sir, please calm down",监控开着 先生请冷静,"Caja bajo vigilancia, señor, por favor cálmese","O caixa tá sob vigilância, moço, se acalme por favor","Kasse steht unter Beobachtung, der Herr, beruhigen Sie sich bitte",レジは監視カメラ作動中です、お客様、どうかお鎮まりください,"La caisse est sous surveillance, monsieur, calmez-vous s'il vous plaît","Kasa pod obserwacją, mężczyzna uspokójcie się proszę","계산대는 감시 중입니다, 남자분, 제발 진정해 주세요","Kasa gözetim altında, beyefendi, lütfen sakin olun","La cassa è sotto sorveglianza, signore, si calmi per favore","A pénztár megfigyelés alatt áll, uram, nyugodjon meg, kérem"
